payment_id,loan_id,payment_date,amount_paid,principal_component,interest_component,late_payment_flag
4006,18904,04/29/2019,2591.99,2187.24,404.75,0
4007,12843,05/13/2019,14953.5,13625.51,1327.99,1
4008,496,09/15/2024,7925.47,6463.69,1461.78,0
4009,12524,03/24/2010,30303.66,24393.37,5910.29,0
4010,15073,01/04/2022,3881.12,3401.3,479.82,0
4011,8503,01/24/2020,26529.49,25102.38,1427.11,0
4012,1022,10/18/2014,7343.36,5548.94,1794.42,0
4013,13898,04/20/2017,2484.17,1936.18,547.99,0
4014,4827,11/08/2020,11875.47,8646.82,3228.65,0
4015,3451,07/17/2019,3273.31,2568.85,704.46,0
4016,4790,08/30/2014,15898.54,13822.09,2076.45,0
4017,3271,09/24/2011,2340.61,2098.97,241.64,0
4018,6396,11/25/2012,11703.95,10966.49,737.46,0
4019,1104,12/28/2016,8960.87,7551.5,1409.37,0
4020,10692,03/07/2023,1087.01,939.41,147.6,0
4021,14912,06/19/2011,13248.67,9894.87,3353.8,0
4022,19956,04/14/2021,2718.38,2059.22,659.16,0
4023,168,11/07/2023,2688.96,2223.26,465.7,0
4024,21156,11/02/2020,1864.99,1647.44,217.55,0
4025,15219,12/18/2011,11100.77,9741.38,1359.39,0
4026,7407,04/24/2022,6723.9,6331.28,392.62,0
4027,9913,01/07/2021,733.27,587.14,146.13,0
4028,1038,05/21/2020,26074.83,21415.53,4659.3,1
4029,15156,04/21/2019,7440.4,6910.53,529.87,0
4030,358,01/30/2017,735.56,686.71,48.85,1
4031,18068,01/05/2021,7252.69,6138.97,1113.72,0
4032,18786,07/02/2019,39364.62,29533.14,9831.48,1
4033,2659,08/24/2016,1462.39,1193.76,268.63,0
4034,2104,09/01/2017,15455.53,13850.49,1605.04,0
4035,1860,11/04/2014,28630.95,27232.59,1398.36,0
4036,4140,07/06/2025,2651.63,1987.72,663.91,0
4037,11937,08/24/2015,1042.14,838.63,203.51,1
4038,2364,12/20/2010,17619.98,13360.84,4259.14,0
4039,18491,05/18/2012,4442.06,4091.44,350.62,0
4040,6666,08/01/2022,1989.79,1461.6,528.19,1
4041,6213,10/28/2025,659.8,560.58,99.22,0
4042,9299,01/15/2014,7042.96,5648.08,1394.88,0
4043,9389,09/19/2018,13951.31,11730.08,2221.23,0
4044,19913,05/19/2012,24848.25,20042.95,4805.3,1
4045,2732,10/29/2014,1957.5,1403.43,554.07,0
4046,19970,01/24/2017,10893.14,8978.52,1914.62,0
4047,15506,11/25/2016,6927.84,6431.27,496.57,0
4048,18035,07/14/2015,15444.75,12482.66,2962.09,0
4049,16020,07/16/2015,11813.04,8647.16,3165.88,0
4050,5462,06/22/2022,5458.09,5161.49,296.6,0
4051,2186,10/21/2018,5921.45,4745.91,1175.54,0
4052,19725,08/04/2016,11557.99,8560.79,2997.2,0
4053,14904,11/05/2014,5548.76,4723.93,824.83,0
4054,8322,03/01/2023,8244.56,6479.7,1764.86,0
4055,4689,07/08/2017,13068.3,10276.22,2792.08,0
4056,8869,06/14/2023,16302.9,14782.98,1519.92,0
4057,2460,09/03/2022,13922.22,10659.76,3262.46,0
4058,10083,09/01/2012,16863.37,14126.82,2736.55,0
4059,19640,02/16/2022,11704.29,8450.08,3254.21,0
4060,17642,03/12/2011,26736.44,19469.37,7267.07,0
4061,19272,09/06/2012,5799,5417.59,381.41,0
4062,3182,12/01/2011,6378.66,4998.8,1379.86,1
4063,4055,09/13/2013,5057.05,3701.64,1355.41,0
4064,4491,08/13/2024,23491,16966.77,6524.23,0
4065,19370,05/06/2021,3600.64,2790.26,810.38,0
4066,16075,02/21/2023,11152.3,8207.16,2945.14,0
4067,20603,01/11/2016,7389.39,5744.94,1644.45,0
4068,182,08/13/2016,12676.2,11166.8,1509.4,0
4069,18219,02/02/2025,734.77,694.86,39.91,1
4070,13383,02/26/2017,23288.16,19666.11,3622.05,1
4071,9542,08/04/2023,4979.78,3835.59,1144.19,0
4072,3613,02/04/2026,12833.19,9928.68,2904.51,0
4073,9270,12/08/2016,4036.08,3767.22,268.86,0
4074,19716,10/09/2019,6826.91,5477.05,1349.86,0
4075,15284,02/17/2015,8262.78,6321.16,1941.62,0
4076,19423,02/13/2020,4578.92,4002.33,576.59,1
4077,12529,08/04/2020,11846.27,9989.45,1856.82,0
4078,16537,03/04/2023,12083.43,11084.09,999.34,1
4079,17393,01/30/2017,15747.01,12748.55,2998.46,0
4080,12449,10/29/2010,2939.39,2263.12,676.27,0
4081,5803,03/24/2018,3982.12,3252.05,730.07,1
4082,17960,10/04/2018,4037.39,3192.62,844.77,0
4083,17984,12/21/2013,2652.92,2279.8,373.12,0
4084,5273,07/05/2024,4171.97,3752.34,419.63,1
4085,19759,05/29/2019,2759.16,2297.92,461.24,0
4086,11883,12/03/2025,2017.93,1876.43,141.5,0
4087,10871,02/04/2026,2015.43,1765.45,249.98,1
4088,9910,10/13/2020,5839.27,5013.3,825.97,0
4089,19227,05/29/2025,1352.78,1108.65,244.13,0
4090,19569,02/18/2018,20574.96,15502.33,5072.63,0
4091,16238,10/01/2022,5928.03,4940.72,987.31,0
4092,13873,12/12/2020,23104.24,18070.22,5034.02,0
4093,2831,04/11/2011,35127.84,25234.54,9893.3,0
4094,13278,11/18/2010,976.76,778.01,198.75,0
4095,231,09/20/2025,11666.65,10266.52,1400.13,0
4096,19095,03/09/2018,5746.14,4877.55,868.59,0
4097,2706,03/03/2016,710.37,613.13,97.24,1
4098,8303,04/25/2010,17942.05,14360.34,3581.71,0
4099,21503,07/10/2012,11131.87,10534.74,597.13,0
4100,12281,12/30/2017,14675.27,13079.47,1595.8,0
4101,19015,04/25/2020,1628.04,1230.49,397.55,0
4102,21619,12/14/2021,2595.25,2104.86,490.39,0
4103,13618,06/15/2024,22123.48,15903.92,6219.56,0
4104,21792,09/11/2021,13224.06,10019.91,3204.15,1
4105,19533,01/15/2019,3653.45,2801.2,852.25,0
4106,20915,06/10/2017,3653.29,3282.91,370.38,0
4107,740,02/05/2026,14683.03,11923.77,2759.26,0
4108,18962,11/26/2015,5594.23,4972.56,621.67,0
4109,15678,02/21/2018,12041.85,11064.17,977.68,0
4110,13729,12/12/2011,2924.2,2420.5,503.7,0
4111,1350,12/09/2022,20155.36,15862.32,4293.04,0
4112,18484,11/24/2020,4070.11,3830.82,239.29,0
4113,14018,04/25/2024,3323.89,2585.86,738.03,0
4114,14687,03/16/2022,29304.81,21619.99,7684.82,0
4115,11885,02/07/2010,11427.05,10042.02,1385.03,0
4116,16299,08/24/2021,9133.53,8504.45,629.08,0
4117,15120,01/28/2016,1444.02,1257.97,186.05,0
4118,8946,09/14/2024,12409.44,9591.78,2817.66,0
4119,8046,04/19/2019,1559.52,1198.97,360.55,0
4120,13005,07/31/2021,6230.4,4768.68,1461.72,0
4121,1352,11/08/2016,6086.75,5479.51,607.24,0
4122,3090,04/25/2017,1113.29,881.11,232.18,0
4123,3662,10/18/2017,29581.32,21631.96,7949.36,0
4124,15911,12/29/2011,4052.6,3430.75,621.85,0
4125,11163,02/08/2013,4434.36,3574.06,860.3,1
4126,5395,02/08/2012,13461.4,11661.26,1800.14,0
4127,18804,01/22/2025,3559.43,2823.89,735.54,0
4128,12500,03/21/2023,14167.37,10625.35,3542.02,0
4129,11527,03/17/2014,9000.55,8520.5,480.05,0
4130,9808,07/30/2011,43196.49,32646.07,10550.42,0
4131,17877,07/23/2025,2239.09,1820.27,418.82,0
4132,4906,08/12/2017,10789.73,9458.8,1330.93,0
4133,2635,01/26/2015,5820.8,4300.06,1520.74,0
4134,15055,10/18/2018,11000.33,8892.22,2108.11,0
4135,18602,04/14/2012,23085.14,17090.94,5994.2,0
4136,9354,02/21/2022,1655.64,1365.87,289.77,0
4137,3177,04/30/2018,1852.69,1512.68,340.01,0
4138,21284,10/19/2023,5609.19,4198.46,1410.73,0
4139,16788,03/03/2010,2064.35,1727.61,336.74,0
4140,21245,11/17/2011,4426.36,3344.89,1081.47,0
4141,18507,04/20/2013,8845.47,7254.7,1590.77,1
4142,13114,04/17/2026,4296.44,3245.97,1050.47,0
4143,17900,10/10/2020,3005.02,2780.2,224.82,1
4144,20558,10/16/2024,9106.8,6809.09,2297.71,0
4145,12920,02/28/2016,3281.02,2647.31,633.71,0
4146,7669,09/08/2019,5068.55,4662.1,406.45,0
4147,12045,11/25/2022,3302.82,3019.44,283.38,0
4148,20395,06/19/2018,14458.09,10871.44,3586.65,0
4149,2121,11/07/2011,7874.03,7421.61,452.42,0
4150,10545,10/07/2011,22242.55,19506.09,2736.46,0
4151,11813,10/15/2020,1281.34,1087.25,194.09,1
4152,93,12/21/2012,11677.79,8443.31,3234.48,0
4153,4412,03/22/2021,13077.6,9564.83,3512.77,1
4154,5973,04/09/2022,5172.41,4149.38,1023.03,0
4155,8308,03/19/2016,5787.62,4957.92,829.7,0
4156,4788,04/24/2014,7468.34,6972.16,496.18,0
4157,2072,07/24/2020,24550.43,19805.16,4745.27,0
4158,15354,05/22/2019,55432.3,39817.67,15614.63,0
4159,249,04/14/2020,13639.54,10295.27,3344.27,0
4160,17202,11/13/2018,9241.14,7336.39,1904.75,0
4161,13510,11/11/2016,11552.13,8402.51,3149.62,0
4162,20100,06/16/2018,18877.03,14750.3,4126.73,0
4163,2942,08/28/2023,16726.98,14458.27,2268.71,0
4164,5834,06/23/2022,15898.97,12052.9,3846.07,0
4165,220,09/03/2025,10596.78,7725.96,2870.82,0
4166,21483,03/16/2016,11217.78,8755.16,2462.62,0
4167,3058,04/16/2023,5309.75,4271.8,1037.95,0
4168,1206,02/19/2023,25854.96,24410.1,1444.86,0
4169,15609,02/01/2021,4920.6,4177.91,742.69,0
4170,3740,09/14/2025,14512.57,12542.6,1969.97,0
4171,17156,01/29/2013,966.05,752.87,213.18,0
4172,15803,01/12/2011,1836.27,1687.4,148.87,0
4173,830,01/11/2016,15493.05,14506.84,986.21,0
4174,12563,10/18/2017,5021.43,3809.55,1211.88,0
4175,6322,04/02/2010,3464.91,2894.84,570.07,0
4176,4609,11/07/2023,14875.29,13331.09,1544.2,0
4177,10614,02/03/2011,11432.12,8904.28,2527.84,0
4178,12533,03/21/2018,6717.64,5267.8,1449.84,1
4179,21761,10/05/2014,11838.34,8481.99,3356.35,0
4180,7840,03/03/2023,4223.57,3699.77,523.8,0
4181,11583,05/12/2024,4885.56,4189.18,696.38,1
4182,21154,05/07/2014,4589.75,4237.39,352.36,0
4183,9563,02/26/2018,12692.55,11271.52,1421.03,0
4184,8350,11/26/2012,19187.71,14358.72,4828.99,0
4185,16646,11/13/2017,13049.86,11368.76,1681.1,0
4186,10019,07/05/2019,24979.49,21012.85,3966.64,0
4187,17764,05/18/2021,41114.44,31412.17,9702.27,0
4188,3822,02/12/2020,2073.44,1904.41,169.03,0
4189,3149,06/30/2019,2153.11,1594.44,558.67,0
4190,14093,01/15/2017,26585.33,23024.68,3560.65,0
4191,19678,04/28/2013,9389.43,7752.22,1637.21,0
4192,19511,09/27/2022,5409.11,4523.52,885.59,1
4193,18997,04/18/2010,3369.92,3167.39,202.53,0
4194,20999,03/25/2020,11064.98,8367.7,2697.28,0
4195,4323,03/08/2018,3573.84,2850.78,723.06,0
4196,7143,02/12/2014,1255.34,1155.52,99.82,0
4197,12268,08/01/2024,4654.52,4137.87,516.65,0
4198,18044,10/08/2025,3962.32,3524.57,437.75,0
4199,6311,10/21/2010,9362.39,7281.79,2080.6,1
4200,8416,08/06/2018,6851.69,6208.5,643.19,1
4201,2612,03/23/2022,4614.98,3331.89,1283.09,1
4202,1152,08/12/2015,13397.81,10149.42,3248.39,0
4203,7236,07/06/2025,16997.58,16149.28,848.3,0
4204,16020,02/05/2018,9825.18,7046,2779.18,0
4205,18260,01/24/2015,1213.01,957.04,255.97,0
4206,5559,05/23/2021,32674.02,26142.77,6531.25,0
4207,1768,09/09/2012,3940.67,2821.25,1119.42,1
4208,277,05/14/2025,4027.01,3729.28,297.73,1
4209,20790,11/29/2017,675.78,520.95,154.83,0
4210,5188,10/12/2012,4119.46,2970.36,1149.1,1
4211,20405,04/17/2024,12041.4,11192.81,848.59,0
4212,15662,01/09/2023,13038.05,11161.86,1876.19,0
4213,19992,07/15/2013,12486,10516.97,1969.03,0
4214,9319,08/19/2015,8328.44,6117.2,2211.24,0
4215,1396,04/20/2021,12370.89,10132.27,2238.62,0
4216,18027,12/24/2025,11881.44,11235.18,646.26,0
4217,21569,09/19/2023,1631.08,1439.14,191.94,0
4218,15050,06/02/2019,50594.19,39869.94,10724.25,0
4219,589,03/13/2016,14975.84,12117.45,2858.39,0
4220,4347,07/30/2025,5185.17,4500.16,685.01,1
4221,12690,06/14/2022,11795.4,10069.55,1725.85,0
4222,13300,08/15/2010,11225.98,10411.1,814.88,1
4223,6230,06/06/2010,9342.02,7115.55,2226.47,0
4224,8560,08/02/2019,4356.82,3600.31,756.51,0
4225,20220,05/20/2017,11476.2,10139.26,1336.94,0
4226,18500,03/06/2021,2744.22,2232.88,511.34,0
4227,20418,04/16/2016,1000.53,830.51,170.02,0
4228,11880,07/16/2023,3397.3,2935.34,461.96,0
4229,1642,04/24/2025,32438.12,23546.15,8891.97,0
4230,5677,11/06/2025,51575.61,37780.98,13794.63,1
4231,18945,12/29/2019,2228.07,1720.76,507.31,1
4232,6790,12/02/2011,18385.88,13246.91,5138.97,0
4233,5688,03/03/2023,5086.31,3841.4,1244.91,0
4234,14802,09/13/2021,13315.64,10410.07,2905.57,0
4235,7931,08/21/2017,712.31,633.24,79.07,0
4236,2968,10/18/2014,1429.94,1229.01,200.93,1
4237,15304,12/08/2017,1258.05,925.8,332.25,0
4238,15062,07/13/2018,15852.35,11847.26,4005.09,0
4239,10452,12/24/2021,2227.16,2003.81,223.35,0
4240,11162,08/31/2013,2183.55,1724.9,458.65,0
4241,4092,11/07/2022,2679.73,2522.34,157.39,0
4242,16986,02/25/2023,4421.18,4028.06,393.12,0
4243,12428,08/28/2020,10617.79,9587.55,1030.24,0
4244,1771,09/30/2016,3154.41,2268.91,885.5,0
4245,3142,11/12/2020,5360.8,3902.49,1458.31,1
4246,3928,03/03/2019,2819.67,2141.56,678.11,0
4247,7265,02/22/2021,5426.8,4109.5,1317.3,1
4248,9593,05/07/2025,39152.33,33863.5,5288.83,0
4249,12869,03/15/2017,11813.36,8544.13,3269.23,0
4250,15181,03/30/2015,6913.53,6076.52,837.01,0
4251,15802,02/18/2012,778.15,608.74,169.41,0
4252,21647,06/04/2010,5385.48,4414.16,971.32,1
4253,1986,06/10/2022,1252.04,1011.14,240.9,0
4254,995,01/24/2011,3249.5,2360.83,888.67,1
4255,19962,12/14/2013,2805.28,2325.24,480.04,0
4256,565,09/20/2014,7003.61,5847.96,1155.65,0
4257,8643,06/09/2015,834.09,775.33,58.76,0
4258,10114,06/20/2017,15579.32,11946.31,3633.01,1
4259,7470,06/13/2024,5114.2,4130.33,983.87,0
4260,6124,05/25/2017,12971.06,12079.26,891.8,0
4261,12166,10/17/2017,5316.2,4978.25,337.95,0
4262,17543,10/12/2014,737.19,660.32,76.87,0
4263,13971,05/06/2017,8400.58,7711.56,689.02,0
4264,11814,03/26/2014,13160.61,12025.28,1135.33,0
4265,18583,10/06/2024,3169.09,2812.05,357.04,0
4266,21468,11/19/2024,2013.09,1634,379.09,0
4267,1959,06/05/2016,19794.21,15168.47,4625.74,1
4268,17210,01/03/2021,31124.52,24893.75,6230.77,0
4269,9379,07/09/2019,4247.44,3102.72,1144.72,0
4270,5034,12/22/2024,58662.81,42745.38,15917.43,0
4271,20186,02/05/2026,2862.88,2286.95,575.93,0
4272,8353,06/28/2015,3199.19,2696.01,503.18,0
4273,3738,04/27/2011,17008.88,12471.45,4537.43,0
4274,4185,09/11/2013,15975.88,14825.44,1150.44,1
4275,6715,04/19/2020,9701.01,8096.1,1604.91,0
4276,19098,07/30/2018,17437.55,13792.27,3645.28,1
4277,19637,06/12/2017,5827.28,5218.39,608.89,0
4278,20296,09/09/2016,57810.09,45265.69,12544.4,0
4279,14871,10/31/2017,934.9,713.56,221.34,0
4280,5590,12/31/2011,11899.35,9802.81,2096.54,0
4281,19360,12/18/2014,2826.58,2129.84,696.74,1
4282,21770,01/20/2014,2803.4,2513.24,290.16,0
4283,4616,05/01/2025,3355.33,3189.74,165.59,0
4284,17773,02/07/2010,5764.92,4195.41,1569.51,0
4285,19168,07/18/2016,38426.32,28330.28,10096.04,0
4286,13962,04/23/2012,10902.54,8208.92,2693.62,0
4287,11258,07/22/2014,9851.59,7630.48,2221.11,0
4288,9822,03/03/2012,7455.86,6918.9,536.96,0
4289,8533,09/25/2022,3517.69,3173.41,344.28,0
4290,18449,08/17/2017,20542.31,15304.05,5238.26,0
4291,5366,10/26/2013,3276.03,3110.49,165.54,0
4292,18327,01/28/2014,41017.57,36128.48,4889.09,0
4293,10651,04/17/2025,10188.57,7630.1,2558.47,0
4294,14111,04/11/2012,7844.22,5744.27,2099.95,0
4295,17282,05/22/2022,53436.61,48285.59,5151.02,0
4296,6719,03/17/2022,4376.34,3468.04,908.3,0
4297,19160,04/24/2015,13026.27,11170.33,1855.94,0
4298,13813,07/31/2010,988.2,758.92,229.28,0
4299,11112,03/09/2019,17256.39,16196.17,1060.22,0
4300,14053,06/10/2011,6557.12,6085.3,471.82,0
4301,5842,01/22/2015,18084.93,15354.13,2730.8,0
4302,11251,07/16/2022,4232.53,3790.97,441.56,0
4303,20690,01/09/2013,10133.19,7593.53,2539.66,0
4304,10140,04/22/2021,6654.1,4771.75,1882.35,0
4305,13049,04/10/2026,50615.78,39532.35,11083.43,0
4306,4989,03/31/2016,31172.89,27059.49,4113.4,0
4307,15258,11/04/2017,10384.06,8752.59,1631.47,1
4308,9656,12/31/2018,9556.13,7443.78,2112.35,0
4309,3808,04/07/2021,8359.11,7751.14,607.97,0
4310,887,07/10/2015,3579.08,2803.33,775.75,0
4311,5100,03/22/2011,1295.12,1073.75,221.37,0
4312,21468,07/11/2023,10588.15,8446.82,2141.33,0
4313,2954,06/08/2017,778.03,668.8,109.23,1
4314,6642,07/14/2019,6215.66,5212.49,1003.17,0
4315,20856,08/13/2017,16054.51,11849.24,4205.27,1
4316,15903,11/10/2019,14055.98,11954.62,2101.36,0
4317,4469,10/04/2023,762.81,596.3,166.51,0
4318,21349,09/23/2025,40296.83,37915.67,2381.16,0
4319,11963,02/25/2012,13520.38,10124.86,3395.52,0
4320,8456,02/18/2017,4010.17,3677.11,333.06,0
4321,10485,05/30/2018,2332.56,1921.4,411.16,0
4322,20326,08/15/2011,5119.31,4046.85,1072.46,0
4323,3414,09/22/2020,16411.09,14761.78,1649.31,0
4324,14134,12/20/2023,26748.96,20943.28,5805.68,0
4325,12800,04/04/2010,11738.9,10695.55,1043.35,0
4326,9741,01/30/2012,1984.08,1580.6,403.48,0
4327,12791,06/30/2018,689.07,568.21,120.86,0
4328,17881,10/10/2014,8559.7,7184.44,1375.26,0
4329,1112,02/18/2016,26301.58,22557,3744.58,0
4330,20585,10/12/2021,14187.54,12019.43,2168.11,0
4331,4948,02/09/2017,3375.66,2901.6,474.06,0
4332,21636,07/13/2018,4618.35,3421.75,1196.6,0
4333,19662,07/26/2012,9038.79,7615.78,1423.01,0
4334,17776,06/02/2020,2546.88,2202.23,344.65,0
4335,6401,11/12/2016,12115.24,11448.9,666.34,0
4336,16742,02/10/2023,1157.59,848.04,309.55,0
4337,8945,05/09/2013,3469.74,2689.42,780.32,1
4338,10721,07/11/2013,8395.14,7107.22,1287.92,0
4339,17705,08/27/2011,9912,9072.62,839.38,0
4340,20455,02/28/2010,17125.33,12901.29,4224.04,1
4341,6946,05/22/2023,18597.57,14306.36,4291.21,0
4342,17722,09/13/2013,3582.77,2891.83,690.94,0
4343,4909,03/09/2013,7690.56,6863.14,827.42,0
4344,10736,02/09/2017,5793.13,4149.55,1643.58,0
4345,20566,12/25/2017,10814.88,10085.29,729.59,0
4346,17256,05/13/2019,8637.91,7208.09,1429.82,0
4347,10206,03/07/2022,917.77,777.44,140.33,0
4348,11677,06/08/2017,3329.46,2756.1,573.36,0
4349,19765,03/02/2011,16889.82,14170.51,2719.31,0
4350,11022,12/13/2017,25919.51,20741.45,5178.06,0
4351,8179,10/24/2024,10906.05,9888.34,1017.71,0
4352,15189,07/12/2025,8816.1,6688.45,2127.65,0
4353,3620,09/09/2014,4035.68,3164.82,870.86,0
4354,3947,06/01/2011,7245.05,5911.38,1333.67,0
4355,194,08/24/2013,14934.62,11467.27,3467.35,0
4356,9976,11/04/2018,43542.41,32837.59,10704.82,0
4357,6526,07/16/2021,5208.55,4414.14,794.41,0
4358,21361,09/01/2020,16105.78,13538.63,2567.15,1
4359,5731,05/07/2016,5684.06,4404.32,1279.74,0
4360,18270,11/14/2014,15313.9,11595.97,3717.93,0
4361,12133,12/18/2021,18327.76,13671.29,4656.47,0
4362,4000,01/29/2016,35389.55,25729.03,9660.52,0
4363,13961,02/09/2010,48283.3,37119.56,11163.74,0
4364,3029,06/20/2021,15284.01,11338.41,3945.6,0
4365,559,04/06/2011,16241.76,14796.5,1445.26,0
4366,14719,12/04/2017,14460.77,10830.27,3630.5,0
4367,20880,01/18/2021,4996.58,3896.66,1099.92,1
4368,10809,01/15/2023,7360.47,5522.01,1838.46,0
4369,18608,05/11/2017,16633.32,14783.51,1849.81,0
4370,7083,04/14/2022,2396.87,2001.91,394.96,0
4371,8962,12/20/2012,23543.94,18052.99,5490.95,0
4372,12155,06/26/2020,34558.13,25797.59,8760.54,0
4373,6612,03/28/2018,8179.18,6357.89,1821.29,0
4374,622,11/12/2017,881,683.95,197.05,0
4375,17268,09/30/2023,6114.76,4626.99,1487.77,0
4376,1622,03/26/2014,4466.39,3783.76,682.63,0
4377,7626,08/16/2014,4779.54,3765.33,1014.21,0
4378,12023,10/28/2023,10046.45,8627.02,1419.43,0
4379,12974,12/01/2025,1967.28,1469.18,498.1,0
4380,58,05/16/2018,10637.71,8419.37,2218.34,0
4381,15117,06/26/2017,14608.93,13655.28,953.65,0
4382,5093,05/24/2024,3400.32,2976.05,424.27,0
4383,18091,10/05/2012,8265.77,6835.57,1430.2,0
4384,12084,09/11/2021,2631.66,2319.21,312.45,0
4385,19613,05/23/2013,7418.68,6733.68,685,0
4386,3294,09/17/2017,5713.25,4254.98,1458.27,0
4387,18707,11/04/2020,4054.83,3030.35,1024.48,0
4388,3722,10/12/2025,8852.25,7597.68,1254.57,1
4389,20861,08/07/2010,34148.34,28669.37,5478.97,0
4390,14769,05/17/2021,11656.57,9254.49,2402.08,0
4391,19847,08/17/2015,29061.56,24699.92,4361.64,0
4392,9654,05/14/2020,11226.02,9323.34,1902.68,0
4393,17383,09/08/2017,9950.09,9332.11,617.98,0
4394,11916,05/04/2012,2036.21,1652.89,383.32,0
4395,8186,11/23/2024,7457.12,6779.16,677.96,0
4396,11679,10/25/2016,13589.1,12441.81,1147.29,1
4397,7293,01/08/2022,11246.31,8611.38,2634.93,0
4398,10985,10/13/2010,11988.31,10323.45,1664.86,0
4399,21506,08/22/2014,1078.3,870.13,208.17,0
4400,10047,09/14/2024,24744.06,22372.99,2371.07,0
4401,1601,03/10/2020,12744.13,10487.61,2256.52,0
4402,2334,02/10/2020,7650.67,6899.96,750.71,1
4403,14240,05/04/2011,4258.66,4036.75,221.91,0
4404,6092,03/01/2017,2263.7,2014.03,249.67,0
4405,16244,09/17/2020,24058.99,18556.38,5502.61,0
4406,12320,05/28/2021,3572.46,2560.76,1011.7,0
4407,18559,04/09/2014,1501.69,1162.31,339.38,0
4408,2161,04/17/2012,4806.89,3496.39,1310.5,0
4409,15265,09/21/2015,2041.2,1645.86,395.34,0
4410,9971,08/06/2016,837.86,655.71,182.15,0
4411,19430,05/18/2019,24094.44,19457.35,4637.09,0
4412,20625,10/12/2010,6981.55,5009.1,1972.45,0
4413,15526,03/17/2012,2057.08,1914.93,142.15,0
4414,8954,07/08/2024,4322.23,3687.44,634.79,0
4415,8994,01/24/2016,3760.17,3158.94,601.23,0
4416,19004,09/19/2011,6836.97,5710.32,1126.65,0
4417,853,02/23/2018,11289.25,10077.57,1211.68,0
4418,5770,12/30/2021,1019.28,768.54,250.74,0
4419,19379,09/09/2025,5671.11,4818.18,852.93,0
4420,13875,05/17/2025,32742.39,23437.82,9304.57,0
4421,14481,10/04/2017,20516.27,17491.56,3024.71,0
4422,17115,11/07/2020,9792.52,8741.65,1050.87,0
4423,6462,02/09/2026,3626.85,3424.17,202.68,1
4424,12292,06/24/2012,12957.09,11564.51,1392.58,0
4425,15546,07/03/2012,7696.54,6770.34,926.2,0
4426,12166,08/18/2018,3979.96,3751.62,228.34,0
4427,14156,09/01/2018,22586.71,18690.33,3896.38,0
4428,8554,05/08/2020,1373.41,1171.89,201.52,0
4429,6793,02/02/2017,33384.19,27104.31,6279.88,0
4430,11934,04/13/2013,9186.31,8060.58,1125.73,0
4431,3247,08/22/2017,3772.17,2697.84,1074.33,0
4432,19190,05/09/2024,2323.62,1976.72,346.9,0
4433,138,01/27/2021,7420.74,6947.98,472.76,0
4434,13571,08/30/2024,13771.48,11031.48,2740,0
4435,5364,06/29/2022,8822.83,6990.4,1832.43,0
4436,4766,12/03/2016,9835.06,7115.99,2719.07,0
4437,2893,11/26/2020,4449.01,3735.71,713.3,1
4438,19814,05/19/2017,24857.47,23558.87,1298.6,0
4439,2758,04/17/2015,5231.11,4676.62,554.49,0
4440,10824,03/09/2025,5273.3,4167.75,1105.55,0
4441,7817,03/17/2015,30283.5,22716.01,7567.49,0
4442,6087,02/04/2014,690.28,603,87.28,0
4443,8699,07/16/2019,6950.31,5619.73,1330.58,0
4444,15070,06/21/2012,1568.22,1443.47,124.75,0
4445,1599,11/30/2024,12713.18,12102.17,611.01,0
4446,4352,09/22/2022,14995.39,10991.75,4003.64,0
4447,12000,06/22/2014,8344.87,7817.06,527.81,0
4448,926,01/31/2016,873.53,796.58,76.95,0
4449,19895,01/28/2019,3274.61,2494.98,779.63,0
4450,8946,12/20/2024,36765.66,28388.8,8376.86,0
4451,20592,08/02/2016,88912.4,71714.27,17198.13,0
4452,16415,06/25/2017,21169.07,16402.01,4767.06,0
4453,13513,10/09/2021,14968.28,13991.44,976.84,1
4454,11712,05/16/2023,1242.06,924.68,317.38,0
4455,12901,12/03/2011,7247.82,5522.22,1725.6,0
4456,12935,10/16/2015,13291.63,10385.23,2906.4,0
4457,15242,03/27/2023,45633.86,37156.06,8477.8,0
4458,13729,05/03/2016,12846.76,9522.8,3323.96,0
4459,14069,11/13/2016,11093.92,8727.59,2366.33,0
4460,21407,01/27/2018,2478.39,2116.32,362.07,0
4461,9311,10/26/2014,28223.37,25330.19,2893.18,0
4462,21802,11/01/2018,14374.03,13604.07,769.96,0
4463,12619,04/19/2015,2569.65,2059.77,509.88,0
4464,6020,10/19/2022,14252.59,11540.95,2711.64,0
4465,8294,07/23/2020,6992.18,6048.62,943.56,0
4466,2622,07/03/2024,13886.6,11559.28,2327.32,0
4467,16061,01/11/2018,11814.31,9513.56,2300.75,0
4468,11408,05/21/2015,5034.22,4678.79,355.43,0
4469,10045,01/09/2011,8485.89,7647.02,838.87,0
4470,10133,08/27/2018,7306.51,5971.18,1335.33,0
4471,9235,12/22/2016,13741.11,10021.3,3719.81,1
4472,6911,02/11/2012,4944.84,4163.3,781.54,0
4473,6605,02/13/2023,11059.48,9000.14,2059.34,1
4474,15094,02/28/2020,15750.29,11695.95,4054.34,0
4475,13450,04/15/2010,19492.16,14858.41,4633.75,0
4476,9975,10/27/2024,3235.65,2501.16,734.49,0
4477,5418,12/03/2022,6245.38,4886.44,1358.94,0
4478,660,08/05/2012,3096.37,2807.19,289.18,0
4479,9821,08/27/2017,1927.53,1768.13,159.4,0
4480,12304,01/25/2023,3561.56,2825.23,736.33,0
